,LICENCE_NO,AREA_NAME,LW_FREQUENCY_START,LW_FREQUENCY_END,UP_FREQUENCY_START,UP_FREQUENCY_END
988,11204127,MA23,27500.0,28100.0,,
989,11204127,MA22,27500.0,28100.0,,
990,11204127,MA21,27500.0,28100.0,,
991,11204127,MA20,27500.0,28100.0,,
992,11204127,MA19,27500.0,28100.0,,
993,11204127,MA18,27500.0,28100.0,,
994,11204127,MA17,27500.0,28100.0,,
995,11204127,MA16,27500.0,28100.0,,
996,11204127,MA15,27500.0,28100.0,,
997,11204127,MA1,27500.0,28100.0,,
998,11204127,MA2,27500.0,28100.0,,
999,11204127,MA3,27500.0,28100.0,,
1000,11204127,MA4,27500.0,28100.0,,
1001,11204127,MA5,27500.0,28100.0,,
1002,11204127,MA6,27500.0,28100.0,,
1003,11204127,MA7,27500.0,28100.0,,
1004,11204127,MA8,27500.0,28100.0,,
1005,11204127,MA9,27500.0,28100.0,,
1006,11204127,MA10,27500.0,28100.0,,
1007,11204127,MA11,27500.0,28100.0,,
1008,11204127,MA12,27500.0,28100.0,,
1009,11204127,MA13,27500.0,28100.0,,
1010,11204127,MA14,27500.0,28100.0,,
1011,11209362,MA1,28100.0,28500.0,,
1012,11209364,MA11,27500.0,27700.0,,
1013,11209364,MA10,27500.0,27700.0,,
1014,11209364,MA9,27500.0,27700.0,,
1015,11209364,MA8,27500.0,27700.0,,
1016,11209364,MA12,27500.0,27700.0,,
1017,11209364,MA7,27500.0,27700.0,,
1018,11209364,MA6,27500.0,27700.0,,
1019,11209364,MA5,27500.0,27700.0,,
1020,11209364,MA4,27500.0,27700.0,,
1021,11209364,MA3,27500.0,27700.0,,
1022,11209364,MA2,27500.0,27700.0,,
1023,11209364,MA1,27500.0,27700.0,,
1024,11209365,MA1,27700.0,28700.0,,
1025,11210917,Area 0001,28500.0,29500.0,,
1026,11210917,Area 0007,29100.0,29500.0,,
1027,11215348,MA12,27500.0,29500.0,,
1028,11215348,MA11,28100.0,29500.0,,
1029,11215348,MA10,27500.0,29500.0,,
1030,11215348,MA5,28100.0,29500.0,,
1031,11215348,Merge: Merge: Merge: MA1 + MA2 + Merge: MA3 + MA6 + Merge: Merge: MA4 + MA7 + Merge: MA8 + MA9,27700.0,29500.0,,
1032,11217160,AH,28100.0,29100.0,,
1033,11217160,AI,28100.0,29100.0,,
1034,11217160,AJ,28100.0,29100.0,,
1035,11217160,AK,28100.0,29100.0,,
1036,11217160,AL,28100.0,29100.0,,
1037,11217160,AG,28100.0,29100.0,,
1038,11217160,AF,28100.0,29100.0,,
1039,11217160,AE,28100.0,29100.0,,
1040,11217160,AD,28100.0,29100.0,,
1041,11217160,AM,28700.0,29500.0,,
1042,11217160,AB,28100.0,29100.0,,
1043,11217160,AA,28100.0,29100.0,,
1044,11217160,AC,28100.0,29100.0,,
1045,11232380,Market area,20200.0,21200.0,,
1046,11232522,Market area,30000.0,31000.0,,
1047,11240788,MA1,27500.0,30000.0,,
1048,11240791,MA1,27500.0,30000.0,,
1049,11240792,MA1,27500.0,30000.0,,
1050,11240795,MA1,27500.0,30000.0,,
1051,11244562,MA1,27500.0,30000.0,,
1052,11244563,MA1,27500.0,30000.0,,
1053,11266071,ma001,24700.0,24900.0,,
1054,11266071,ma003,24700.0,24900.0,,
1055,11266071,ma002,24700.0,24900.0,,
1056,11266072,ma001,24700.0,25000.0,,
1057,11266073,ma001,24900.0,25100.0,,
1058,11268278,Sydney/Bathurst,25700.0,26700.0,,
1059,11268278,Albany,25700.0,26700.0,,
1060,11268278,Albury,25700.0,26700.0,,
1061,11268278,Armidale,25700.0,26700.0,,
1062,11268278,Bendigo,25700.0,26700.0,,
1063,11268278,Margaret River Lower,25700.0,26700.0,,
1064,11268278,Cairns,25700.0,26700.0,,
1065,11268278,Coffs Harbour,25700.0,26700.0,,
1066,11268278,Forster/Tuncurry,25700.0,26700.0,,
1067,11268278,Launceston,25700.0,26700.0,,
1068,11268278,Mackay,25700.0,26700.0,,
1069,11268278,Mildura,25700.0,26700.0,,
1070,11268278,Port Macquarie,25700.0,26700.0,,
1071,11268278,Rockhampton,25700.0,26700.0,,
1072,11268278,Shepparton/Mooroopna,25700.0,26700.0,,
1073,11268278,Townsville,25700.0,26700.0,,
1074,11268278,Traralgon/Morwell,25700.0,26700.0,,
1075,11268278,Wagga Wagga,25700.0,26700.0,,
1076,11268278,Warrnambool,25700.0,26700.0,,
1077,11268278,Greater Perth Lower,25100.0,26100.0,,
1078,11268278,Hobart Lower,25700.0,26700.0,,
1079,11268278,Melbourne/Ballarat,25700.0,26700.0,,
1080,11268278,Greater Brisbane/Lismore,25700.0,26700.0,,
1081,11268278,Darwin,25700.0,26700.0,,
1082,11268278,Canberra,25700.0,26700.0,,
1083,11268278,Adelaide,25700.0,26700.0,,
1084,11268278,Bundaberg/Hervey Bay,25700.0,26700.0,,
1085,11274789,ma007,25100.0,25500.0,,
1086,11274789,ma008,25100.0,25500.0,,
1087,11274789,ma001,25100.0,25500.0,,
1088,11274789,ma002,25100.0,25500.0,,
1089,11274789,ma003,25100.0,25500.0,,
1090,11274789,ma004,25100.0,25500.0,,
1091,11274789,ma005,25100.0,25500.0,,
1092,11274789,ma006,25100.0,25500.0,,
1093,11275966,Adelaide,25100.0,25700.0,,
1094,11275966,Canberra,25100.0,25700.0,,
1095,11275966,Margaret River Upper,27000.0,27300.0,,
1096,11275966,Margaret River Lower,26700.0,27000.0,,
1097,11275966,Hobart Upper,27000.0,27300.0,,
1098,11275966,Hobart Lower,26700.0,27000.0,,
1099,11275966,Greater Perth Upper 2,27000.0,27300.0,,
1100,11275966,Greater Perth Upper 1,27000.0,27300.0,,
1101,11275966,Greater Perth Lower,26900.0,27000.0,,
1102,11275966,Warrnambool,25100.0,25700.0,,
1103,11275966,Wagga Wagga,25100.0,25700.0,,
1104,11275966,Traralgon/Morwell,25100.0,25700.0,,
1105,11275966,Townsville,25100.0,25700.0,,
1106,11275966,Shepparton/Mooroopna,25100.0,25700.0,,
1107,11275966,Rockhampton,25100.0,25700.0,,
1108,11275966,Port Macquarie,25100.0,25700.0,,
1109,11275966,Mildura,25100.0,25700.0,,
1110,11275966,Mackay,25100.0,25700.0,,
1111,11275966,Launceston,25100.0,25700.0,,
1112,11275966,Forster/Tuncurry,25100.0,25700.0,,
1113,11275966,Coffs Harbour,25100.0,25700.0,,
1114,11275966,Cairns,25100.0,25700.0,,
1115,11275966,Bundaberg/Hervey Bay,25100.0,25700.0,,
1116,11275966,Bendigo,25100.0,25700.0,,
1117,11275966,Armidale,25100.0,25700.0,,
1118,11275966,Albury,25100.0,25700.0,,
1119,11275966,Albany,25100.0,25700.0,,
1120,11275966,Sydney/Bathurst,25100.0,25500.0,,
1121,11275966,Melbourne/Ballarat,25100.0,25500.0,,
1122,11275966,Greater Brisbane/Lismore,25100.0,25700.0,,
1123,11275966,Darwin,25100.0,25700.0,,
1124,11275967,Townsville,26700.0,27500.0,,
1125,11275967,Shepparton/Mooroopna,26700.0,27500.0,,
1126,11275967,Hobart Lower,25100.0,25700.0,,
1127,11275967,Traralgon/Morwell,26700.0,27500.0,,
1128,11275967,Rockhampton,26700.0,27500.0,,
1129,11275967,Port Macquarie,26700.0,27500.0,,
1130,11275967,Mildura,26700.0,27500.0,,
1131,11275967,Mackay,26700.0,27500.0,,
1132,11275967,Launceston,26700.0,27500.0,,
1133,11275967,Forster/Tuncurry,26700.0,27500.0,,
1134,11275967,Coffs Harbour,26700.0,27500.0,,
1135,11275967,Cairns,26700.0,27500.0,,
1136,11275967,Bundaberg/Hervey Bay,26700.0,27500.0,,
1137,11275967,Bendigo,26700.0,27500.0,,
1138,11275967,Armidale,26700.0,27500.0,,
1139,11275967,Albury,26700.0,27500.0,,
1140,11275967,Albany,26700.0,27500.0,,
1141,11275967,Sydney/Bathurst,26700.0,27500.0,,
1142,11275967,Melbourne/Ballarat,26700.0,27500.0,,
1143,11275967,Greater Brisbane/Lismore,26700.0,27500.0,,
1144,11275967,Darwin,26700.0,27500.0,,
1145,11275967,Canberra,26700.0,27500.0,,
1146,11275967,Adelaide,26700.0,27500.0,,
1147,11275967,Margaret River Lower,25100.0,25700.0,,
1148,11275967,Greater Perth Lower,26100.0,26900.0,,
1149,11275967,Warrnambool,26700.0,27500.0,,
1150,11275967,Wagga Wagga,26700.0,27500.0,,
1151,11275968,Greater Perth Upper 2,27300.0,27500.0,,
1152,11275968,Greater Perth Upper 1,27300.0,27500.0,,
1153,11275968,Margaret River Upper,27300.0,27500.0,,
1154,11286123,Merge: ma025 + ma026,3477.5,3542.5,,
1155,11286123,Merge: ma019 + ma020,3475.0,3575.0,,
1156,11286123,Merge: ma029 + Merge: ma027 + ma030,3475.0,3571.5,,
1157,11286123,Merge: ma011 + ma018,3475.0,3540.0,,
1158,11286123,Merge: ma005 + ma008,3475.0,3540.0,,
1159,11286123,Merge: ma001 + ma002,3475.0,3543.5,,
1160,11286123,ma043,3510.0,3575.0,,
1161,11286123,ma042,3542.5,3575.0,,
1162,11286123,ma042,3442.5,3475.0,,
1163,11286123,ma036,3510.0,3575.0,,
1164,11286123,ma035,3510.0,3575.0,,
1165,11286123,ma034,3510.0,3575.0,,
1166,11286124,Merge: ma001 + ma002,3543.5,3547.0,,
1167,11286124,ma004,3539.0,3542.5,,
1168,11286124,ma003,3539.0,3542.5,,
1169,11286124,Merge: Merge: ma031 + Merge: ma027 + ma028 + Merge: ma033 + Merge: ma032 + Merge: ma029 + ma030,3571.5,3575.0,,
1170,11286124,Merge: Merge: ma008 + ma009 + Merge: Merge: ma005 + ma006 + Merge: ma007 + ma010,3540.0,3542.5,,
1171,11286125,Merge: Merge: ma016 + ma018 + Merge: Merge: ma013 + ma014 + Merge: ma017 + Merge: ma015 + Merge: ma011 + ma012,3540.0,3542.5,,
1172,11286126,ma049,3485.5,3489.0,,
1173,11286126,ma050,3490.0,3492.5,,
1174,11286126,ma051,3540.0,3542.5,,
1175,11286126,ma048,3485.5,3489.0,,
1176,11286128,Merge: ma025 + ma026,3475.0,3477.5,,
1177,11286128,ma052,3490.0,3492.5,,
1178,11286128,ma049,3489.0,3492.5,,
1179,11286128,ma048,3489.0,3492.5,,
1180,11286128,ma047,3490.0,3492.5,,
1181,11286128,ma045,3490.0,3492.5,,
1182,11286128,ma046,3540.0,3542.5,,
1183,11286129,ma038,3510.0,3575.0,,
1184,11286129,ma037,3510.0,3575.0,,
1185,11286129,ma040,3510.0,3575.0,,
1186,11286129,ma045,3425.0,3490.0,,
1187,11286129,ma046,3475.0,3540.0,,
1188,11286129,ma047,3425.0,3490.0,,
1189,11286129,ma048,3425.0,3485.5,,
1190,11286129,ma049,3425.0,3485.5,,
1191,11286129,ma050,3425.0,3490.0,,
1192,11286129,ma052,3425.0,3490.0,,
1193,11286129,Merge: ma017 + Merge: ma015 + Merge: ma013 + Merge: ma012 + ma014,3475.0,3540.0,,
1194,11286129,Merge: ma028 + ma031,3475.0,3571.5,,
1195,11286129,Merge: ma041 + ma053,3442.5,3475.0,,
1196,11286129,Merge: ma041 + ma053,3542.5,3575.0,,
1197,11286129,Merge: Merge: ma006 + ma009 + Merge: ma051 + Merge: ma007 + ma010,3475.0,3540.0,,
1198,11286129,ma039,3510.0,3575.0,,
1199,11286129,ma003,3475.0,3539.0,,
1200,11286129,ma004,3475.0,3539.0,,
1201,11286129,ma016,3475.0,3540.0,,
1202,11286129,ma021,3475.0,3575.0,,
1203,11286129,ma033,3475.0,3571.5,,
1204,11286129,ma032,3475.0,3571.5,,
1205,11286129,ma024,3475.0,3575.0,,
1206,11286129,ma023,3475.0,3575.0,,
1207,11286129,ma022,3475.0,3575.0,,
1208,11286131,Merge: Merge: ma036 + Merge: ma023 + ma039 + Merge: Merge: ma022 + ma046 + Merge: ma024 + Merge: ma020 + ma021,3400.0,3475.0,,
1209,11286131,Merge: Merge: ma034 + Merge: ma016 + ma018 + Merge: Merge: ma033 + Merge: ma030 + ma031 + Merge: ma035 + Merge: ma032 + Merge: ma017 + Merge: ma015 + Merge: ma014 + ma040,3400.0,3475.0,,
1210,11286131,Merge: Merge: ma010 + ma038 + Merge: ma051 + Merge: ma008 + ma009,3400.0,3475.0,,
1211,11286131,Merge: Merge: ma002 + ma003 + Merge: ma004 + ma037,3400.0,3475.0,,
1212,11286131,Merge: ma044 + Merge: ma026 + ma043,3400.0,3475.0,,
1213,11289345,ma082,25700.0,26700.0,,
1214,11289345,ma083,25700.0,26700.0,,
1215,11289345,ma084,25700.0,26700.0,,
1216,11289345,ma085,25700.0,26700.0,,
1217,11289345,ma086,25700.0,26700.0,,
1218,11289345,ma087,25700.0,26700.0,,
1219,11289345,ma088,25700.0,26700.0,,
1220,11289345,ma089,25700.0,26700.0,,
1221,11289345,ma090,25700.0,26700.0,,
1222,11289345,ma091,25700.0,26700.0,,
1223,11289345,ma092,25700.0,26700.0,,
1224,11289345,ma093,25700.0,26700.0,,
1225,11289345,ma094,25700.0,26700.0,,
1226,11289345,ma095,25700.0,26700.0,,
1227,11289345,ma096,25700.0,26700.0,,
1228,11289345,ma097,25700.0,26700.0,,
1229,11289345,ma098,25700.0,26700.0,,
1230,11289345,ma099,25700.0,26700.0,,
1231,11289345,Merge: ma048 + ma049,25700.0,26700.0,,
1232,11289345,ma016,25700.0,26700.0,,
1233,11289345,ma017,25700.0,26700.0,,
1234,11289345,ma018,25700.0,26700.0,,
1235,11289345,ma019,25700.0,26700.0,,
1236,11289345,ma020,25700.0,26700.0,,
1237,11289345,ma021,25700.0,26700.0,,
1238,11289345,ma022,25100.0,26100.0,,
1239,11289345,ma023,25700.0,26700.0,,
1240,11289345,ma024,25700.0,26700.0,,
1241,11289345,ma025,25700.0,26700.0,,
1242,11289345,ma026,25700.0,26700.0,,
1243,11289345,ma027,25700.0,26700.0,,
1244,11289345,ma028,25700.0,26700.0,,
1245,11289345,ma029,25700.0,26700.0,,
1246,11289345,ma030,25700.0,26700.0,,
1247,11289345,ma031,25700.0,26700.0,,
1248,11289345,ma032,25700.0,26700.0,,
1249,11289345,ma033,25700.0,26700.0,,
1250,11289345,ma034,25700.0,26700.0,,
1251,11289345,ma035,25700.0,26700.0,,
1252,11289345,ma036,25700.0,26700.0,,
1253,11289345,ma037,25700.0,26700.0,,
1254,11289345,ma038,25700.0,26700.0,,
1255,11289345,ma039,25700.0,26700.0,,
1256,11289345,ma040,25700.0,26700.0,,
1257,11289345,ma041,25700.0,26700.0,,
1258,11289345,ma042,25700.0,26700.0,,
1259,11289345,ma043,25700.0,26700.0,,
1260,11289345,ma044,25700.0,26700.0,,
1261,11289345,ma045,25700.0,26700.0,,
1262,11289345,ma046,25700.0,26700.0,,
1263,11289345,ma047,25700.0,26700.0,,
1264,11289345,ma050,25700.0,26700.0,,
1265,11289345,ma051,25700.0,26700.0,,
1266,11289345,ma052,25700.0,26700.0,,
1267,11289345,ma053,25700.0,26700.0,,
1268,11289345,ma054,25700.0,26700.0,,
1269,11289345,ma055,25700.0,26700.0,,
1270,11289345,ma056,25700.0,26700.0,,
1271,11289345,ma057,25700.0,26700.0,,
1272,11289345,ma058,25700.0,26700.0,,
1273,11289345,ma059,25700.0,26700.0,,
1274,11289345,ma060,25700.0,26700.0,,
1275,11289345,ma061,25700.0,26700.0,,
1276,11289345,ma062,25700.0,26700.0,,
1277,11289345,ma063,25700.0,26700.0,,
1278,11289345,ma064,25700.0,26700.0,,
1279,11289345,ma065,25700.0,26700.0,,
1280,11289345,ma066,25700.0,26700.0,,
1281,11289345,ma067,25700.0,26700.0,,
1282,11289345,ma068,25700.0,26700.0,,
1283,11289345,ma069,25700.0,26700.0,,
1284,11289345,ma070,25700.0,26700.0,,
1285,11289345,ma071,25700.0,26700.0,,
1286,11289345,ma072,25700.0,26700.0,,
1287,11289345,ma073,25700.0,26700.0,,
1288,11289345,ma074,25700.0,26700.0,,
1289,11289345,ma075,25700.0,26700.0,,
1290,11289345,ma076,25700.0,26700.0,,
1291,11289345,ma077,25700.0,26700.0,,
1292,11289345,ma078,25700.0,26700.0,,
1293,11289345,ma079,25700.0,26700.0,,
1294,11289345,ma080,25700.0,26700.0,,
1295,11289345,ma081,25700.0,26700.0,,
1296,11289345,ma001,25100.0,26100.0,,
1297,11289345,ma002,25100.0,26100.0,,
1298,11289345,ma003,25700.0,26700.0,,
1299,11289345,ma004,25100.0,26100.0,,
1300,11289345,ma005,25100.0,26100.0,,
1301,11289345,ma006,25700.0,26700.0,,
1302,11289345,ma007,25700.0,26700.0,,
1303,11289345,ma008,25700.0,26700.0,,
1304,11289345,ma009,25700.0,26700.0,,
1305,11289345,ma010,25100.0,26100.0,,
1306,11289345,ma011,25700.0,26700.0,,
1307,11289345,ma012,25700.0,26700.0,,
1308,11289345,ma013,25700.0,26700.0,,
1309,11289345,ma014,25700.0,26700.0,,
1310,11289345,ma015,25700.0,26700.0,,
1311,11290216,ma006,26700.0,27500.0,,
1312,11290216,ma005,26700.0,27500.0,,
1313,11290216,Merge: ma012 + ma013,26700.0,27500.0,,
1314,11290216,ma015,25100.0,25700.0,,
1315,11290216,ma014,26700.0,27500.0,,
1316,11290216,ma011,26100.0,26900.0,,
1317,11290216,ma004,26100.0,26900.0,,
1318,11290216,ma009,26700.0,27500.0,,
1319,11290216,ma008,26700.0,27500.0,,
1320,11290216,ma007,26700.0,27500.0,,
1321,11290216,ma001,26100.0,26900.0,,
1322,11290216,ma002,26100.0,26900.0,,
1323,11290216,ma003,26700.0,27500.0,,
1324,11290216,ma010,26700.0,27500.0,,
1325,11290241,ma004,26900.0,27100.0,,
1326,11290241,ma002,25100.0,25300.0,,
1327,11290241,ma001,25100.0,25300.0,,
1328,11290241,ma003,25100.0,25300.0,,
1329,11290655,ma008,25100.0,25500.0,,
1330,11290655,ma009,25100.0,25500.0,,
1331,11290655,ma010,25100.0,25500.0,,
1332,11290655,ma011,25300.0,25700.0,,
1333,11290655,ma012,25300.0,25700.0,,
1334,11290655,ma006,25100.0,25500.0,,
1335,11290655,ma007,25100.0,25500.0,,
1336,11290655,ma001,25100.0,25500.0,,
1337,11290655,ma005,25100.0,25500.0,,
1338,11290655,ma004,25100.0,25500.0,,
1339,11290655,ma003,25100.0,25500.0,,
1340,11290655,ma002,25100.0,25500.0,,
1341,11293381,Area 0001,27500.0,30000.0,,
1342,11293382,Area 0001,27500.0,30000.0,,
1343,11306567,Area 0001,27500.0,30000.0,,
1344,11312472,Sydney/Bathurst,25500.0,25700.0,,
1345,11312472,Melbourne/Ballarat,25500.0,25700.0,,
1346,11314962,Area 0001,27500.0,30000.0,,
1347,11314963,Area 0001,27500.0,30000.0,,
1348,11317147,Area 0001,28900.0,29100.0,,
1349,11333393,Area 0001,27500.0,30000.0,,
1350,11345733,Area 1,2500.0,2510.0,2620.0,2630.0
1351,11345734,Area 1,2500.0,2510.0,2620.0,2630.0
1352,11376005,Area 0001,27500.0,30000.0,,
1353,11376006,Area 0001,27500.0,30000.0,,
1354,11376994,ma007,27700.0,27900.0,,
1355,11376994,ma006,27500.0,27700.0,,
1356,11376994,ma005,27500.0,27700.0,,
1357,11376994,ma004,27500.0,27900.0,,
1358,11376994,ma003,27500.0,27900.0,,
1359,11376994,ma001,27700.0,27900.0,,
1360,11376994,ma002,27500.0,27700.0,,
1361,11474614,Area 0002,27500.0,30000.0,,
1362,11474614,Area 0001,27500.0,30000.0,,
1363,9263429,Sydney,825.0,835.0,870.0,880.0
1364,9263429,Adelaide,825.0,835.0,870.0,880.0
1365,9263429,Brisbane,825.0,835.0,870.0,880.0
1366,9263429,Melbourne,825.0,835.0,870.0,880.0
1367,9263429,Perth,825.0,835.0,870.0,880.0
1368,9263429,Reg_Remote_Aus,825.0,830.0,870.0,875.0
1369,9263433,Sydney,835.0,845.0,880.0,890.0
1370,9263433,Reg_Remote_Aus,830.0,845.0,875.0,890.0
1371,9263433,Perth,835.0,845.0,880.0,890.0
1372,9263433,Melbourne,835.0,845.0,880.0,890.0
1373,9263433,Brisbane,835.0,845.0,880.0,890.0
1374,9263433,Adelaide,835.0,845.0,880.0,890.0
1375,9263448,Sydney,1755.0,1770.0,1850.0,1865.0
1376,9263448,Perth,1755.0,1770.0,1850.0,1865.0
1377,9263448,Melbourne,1755.0,1770.0,1850.0,1865.0
1378,9263448,Adelaide,1755.0,1770.0,1850.0,1865.0
1379,9263448,Brisbane,1755.0,1770.0,1850.0,1865.0
1380,9263452,Melbourne,1725.0,1737.5,1820.0,1832.5
1381,9263452,Adelaide,1730.0,1740.0,1825.0,1835.0
1382,9263452,Brisbane,1730.0,1740.0,1825.0,1835.0
1383,9263452,Perth,1730.0,1740.0,1825.0,1835.0
1384,9263452,Sydney,1725.0,1740.0,1820.0,1835.0
1385,9263452,Darwin,1745.0,1750.0,1840.0,1845.0
1386,9263452,Canberra,1730.0,1735.0,1825.0,1830.0
1387,9263452,Tasmania,1745.0,1750.0,1840.0,1845.0
1388,9263460,Brisbane,1770.0,1775.0,1865.0,1870.0
1389,9263461,Perth,1770.0,1775.0,1865.0,1870.0
1390,9367136,Brisbane,1740.0,1745.0,1835.0,1840.0
1391,9367136,Perth,1740.0,1745.0,1835.0,1840.0
1392,9367136,Adelaide,1740.0,1745.0,1835.0,1840.0
1393,9367136,Melbourne,1737.5,1740.0,1832.5,1835.0
1394,9367781,Perth,1775.0,1785.0,1870.0,1880.0
1395,9367783,Brisbane,1775.0,1785.0,1870.0,1880.0
1396,9369568,Area 2,2302.0,2400.0,,
1397,9369568,Area 3,2302.0,2365.0,,
1398,9369568,Area 4,2302.0,2365.0,,
1399,9369568,Area 5,2302.0,2365.0,,
1400,9369568,Area 1,2302.0,2400.0,,
1401,9369568,Area 6,2337.0,2365.0,,
1402,9369568,Area 7,2337.0,2365.0,,
1403,9445340,National,2570.0,2585.0,,
1404,9445341,National,2585.0,2595.0,,
1405,9445342,National,2595.0,2605.0,,
1406,9445343,National,2605.0,2620.0,,
1407,9448618,Merge: 2.3 GHz Band Adelaide + 2.3 GHz Band,2386.0,2400.0,,
1408,9448619,2.3 GHz Band,2302.0,2386.0,,
1409,9448619,2.3 GHz Band,2302.0,2400.0,,
1410,9448619,2.3 GHz Band,2330.0,2400.0,,
1411,9448619,Merge: 2.3 GHz Band + Merge: 2.3 GHz Band + 2.3 GHz Band,2309.0,2400.0,,
1412,9448619,Merge: 2.3 GHz Band + Merge: 2.3 GHz Band + 2.3 GHz Band,2302.0,2393.0,,
1413,9448619,Merge: 2.3 GHz Band + 2.3 GHz Band,2302.0,2393.0,,
1414,9448619,Merge: 2.3 GHz Band + 2.3 GHz Band,2302.0,2400.0,,
1415,9448620,2.3 GHz Band Perth,2386.0,2400.0,,
1416,9448621,Merge: 2.3 GHz Band + 2.3 GHz Band,2302.0,2309.0,,
1417,9460456,Adelaide,1775.0,1785.0,1870.0,1880.0
1418,9460463,Sydney,1770.0,1775.0,1865.0,1870.0
1419,9460464,Sydney,1775.0,1785.0,1870.0,1880.0
1420,9460484,Melbourne,1770.0,1775.0,1865.0,1870.0
1421,9460485,Melbourne,1775.0,1785.0,1870.0,1880.0
1422,9460720,2.3 GHz Band,2302.0,2393.0,,
1423,9460720,2.3 GHz Band,2330.0,2400.0,,
1424,9460720,2.3 GHz Band,2309.0,2400.0,,
1425,9460720,2.3 GHz Band,2302.0,2386.0,,
1426,9460721,2.3 GHz Band,2302.0,2386.0,,
1427,9460722,2.3 GHz Band,2302.0,2393.0,,
1428,9469858,Area 1,703.0,713.0,758.0,768.0
1429,9469862,Area 1,713.0,733.0,768.0,788.0
1430,9469864,Area 1,2550.0,2570.0,2670.0,2690.0
1431,9469870,Area 1,2550.0,2570.0,2670.0,2690.0
1432,9469871,Area 1,2510.0,2550.0,2630.0,2670.0
1433,9469878,Area 1,2510.0,2550.0,2630.0,2670.0
1434,9599659,2.3 GHz Band,2365.0,2400.0,,
1435,9599659,2.3 GHz Band,2302.0,2337.0,,
1436,9599659,2.3 GHz Band,2365.0,2400.0,,
1437,9599659,2.3 GHz Band,2302.0,2337.0,,
1438,9599659,2.3 GHz Band,2365.0,2400.0,,
1439,9599659,2.3 GHz Band,2365.0,2400.0,,
1440,9599659,2.3 GHz Band,2302.0,2337.0,,
1441,9619844,Sydney,1740.0,1755.0,1835.0,1850.0
1442,9619844,Merge: Brisbane + Merge: Adelaide + Perth,1745.0,1755.0,1840.0,1850.0
1443,9619844,Melbourne,1740.0,1755.0,1835.0,1850.0
1444,9998087,North Queensland (Cairns/Townsville),1710.0,1712.5,1805.0,1807.5
